Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 02m 53s,11232,1059,0,71,35398,28,,245760,3678208,24576
00h 02m 53s,11262,1060,0,74,35401,30,,245760,3678208,24576
00h 02m 58s,11310,1064,0,74,35414,48,,245760,3678208,24576
00h 02m 58s,11348,1065,0,75,35415,38,,245760,3678208,24576
00h 02m 58s,11375,1067,0,76,35420,27,,245760,3678208,24576
00h 02m 58s,11414,1068,0,78,35421,39,,245760,3678208,24576
00h 02m 58s,11432,1070,0,78,35423,18,,245760,3678208,24576
00h 02m 58s,11463,1070,0,80,35423,31,,245760,3678208,24576
00h 03m 02s,11479,1071,0,81,35425,16,,245760,3678208,24576
00h 03m 02s,11505,1071,0,82,35425,26,,245760,3678208,24576
00h 03m 02s,11530,1072,0,84,35431,25,,245760,3678208,24576
00h 03m 02s,11558,1073,0,85,35432,28,,245760,3678208,24576
00h 03m 05s,11620,1075,0,87,35435,62,,245760,3678208,24576
00h 03m 05s,11670,1078,0,87,35460,50,,245760,3678208,24576
00h 03m 08s,11728,1082,0,90,35465,58,,245760,3678208,24576
00h 03m 08s,11786,1085,0,90,35470,58,,245760,3678208,24576
00h 03m 08s,11807,1086,0,91,35478,21,,245760,3678208,24576
00h 03m 08s,11846,1088,0,93,35639,39,,245760,3678208,24576
00h 03m 14s,11917,1091,0,94,35644,71,,245760,3678208,24576
00h 03m 14s,11966,1092,0,95,35645,49,,245760,3678208,24576
00h 03m 14s,11992,1093,0,96,35658,26,,245760,3678208,24576
00h 03m 14s,11996,1093,0,96,35658,4,,245760,3678208,24576
00h 03m 14s,12004,1093,0,97,35658,8,,245760,3678208,24576
00h 03m 19s,12047,1096,0,100,35666,43,,245760,3678208,24576
00h 03m 19s,12116,1097,0,102,35667,69,,245760,3678208,24576
00h 03m 19s,12141,1097,0,103,35667,25,,245760,3678208,24576
00h 03m 19s,12162,1099,0,103,35670,21,,245760,3678208,24576
00h 03m 19s,12196,1100,0,105,35671,34,,245760,3678208,24576
00h 03m 23s,12206,1100,0,105,35671,10,,245760,3678208,24576
00h 03m 23s,12238,1101,0,109,35672,32,,245760,3678208,24576
00h 03m 23s,12280,1104,0,109,35677,42,,245760,3678208,24576
00h 03m 23s,12312,1104,0,110,35677,32,,245760,3678208,24576
00h 03m 26s,12355,1107,0,112,35686,43,,245760,3678208,24576
00h 03m 26s,12397,1108,0,113,35687,42,,245760,3678208,24576
00h 03m 26s,12440,1108,0,114,35687,43,,245760,3678208,24576
00h 03m 26s,12482,1110,0,115,35690,42,,245760,3678208,24576
00h 03m 29s,12533,1112,0,116,35732,51,,245760,3678208,24576
00h 03m 29s,12598,1116,0,117,35743,65,,245760,3678208,24576
00h 03m 34s,12657,1118,0,118,35749,59,,245760,3678208,24576
00h 03m 34s,12688,1118,0,119,35749,31,,245760,3678208,24576
00h 03m 34s,12714,1119,0,121,35775,26,,245760,3678208,24576
00h 03m 34s,12734,1121,0,121,35782,20,,245760,3678208,24576
00h 03m 34s,12756,1121,0,123,35782,22,,245760,3678208,24576
00h 03m 37s,12805,1122,0,125,35783,49,,245760,3678208,24576
00h 03m 37s,12861,1123,0,126,35784,56,,245760,3678208,24576
00h 03m 37s,12928,1127,0,127,35804,67,,245760,3678208,24576
00h 03m 39s,12970,1130,0,129,35818,42,,245760,3678208,24576
00h 03m 39s,13033,1134,0,129,35916,63,,245760,3678208,24576
00h 03m 43s,13106,1139,0,130,35962,73,,245760,3678208,24576
00h 03m 43s,13147,1141,0,132,35968,41,,245760,3678208,24576
00h 03m 43s,13186,1141,0,133,35968,39,,245760,3678208,24576
00h 03m 43s,13246,1144,0,133,35974,60,,245760,3678208,24576
00h 03m 46s,13271,1144,0,133,35974,25,,245760,3678208,24576
00h 03m 46s,13297,1146,0,135,35978,26,,245760,3678208,24576
00h 03m 46s,13358,1147,0,137,35981,61,,245760,3678208,24576
00h 03m 48s,13410,1152,0,138,35997,52,,245760,3678208,24576
00h 03m 48s,13480,1155,0,139,36000,70,,245760,3678208,24576
00h 03m 50s,13568,1160,0,140,36012,88,,245760,3678208,24576
00h 03m 50s,13652,1161,0,141,36036,84,,245760,3678208,24576
00h 03m 54s,13708,1165,0,142,36044,56,,245760,3678208,24576
00h 03m 54s,13772,1168,0,142,36057,64,,245760,3678208,24576
00h 03m 54s,13817,1168,0,142,36057,45,,245760,3678208,24576
00h 03m 54s,13836,1170,0,144,36059,19,,245760,3678208,24576
00h 03m 57s,13872,1170,0,145,36059,36,,245760,3678208,24576
00h 03m 57s,13934,1172,0,145,36062,62,,245760,3678208,24576
00h 03m 57s,13992,1176,0,147,36115,58,,245760,3678208,24576
00h 03m 59s,14044,1178,0,149,36134,52,,245760,3678208,24576
00h 03m 59s,14096,1181,0,149,36158,52,,245760,3678208,24576
00h 04m 01s,14165,1184,0,150,36170,69,,245760,3678208,24576
00h 04m 01s,14229,1187,0,152,36174,64,,245760,3678208,24576
00h 04m 01s,14293,1190,0,152,36181,64,,245760,3678208,24576
00h 04m 03s,14360,1192,0,153,36186,67,,245760,3678208,24576
00h 04m 03s,14430,1195,0,153,36190,70,,245760,3678208,24576
00h 04m 06s,14504,1198,0,156,36194,74,,245760,3678208,24576
00h 04m 06s,14563,1200,0,156,36203,59,,245760,3678208,24576
00h 04m 11s,14631,1201,0,157,36205,68,,245760,3678208,24576
00h 04m 11s,14677,1203,0,157,36209,46,,245760,3678208,24576
00h 04m 11s,14701,1204,0,158,36210,24,,245760,3678208,24576
00h 04m 11s,14730,1205,0,159,36211,29,,245760,3678208,24576
00h 04m 11s,14770,1207,0,162,36213,40,,245760,3678208,24576
00h 04m 17s,14787,1208,0,162,36217,17,,245760,3678208,24576
00h 04m 17s,14820,1208,0,164,36217,33,,245760,3678208,24576
00h 04m 17s,14842,1209,0,164,36220,22,,245760,3678208,24576
00h 04m 17s,14866,1209,0,167,36220,24,,245760,3678208,24576
00h 04m 17s,14895,1210,0,168,36221,29,,245760,3678208,24576
