Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 09m 05s,8037,1098,0,55,35669,0,,,,
00h 09m 05s,8037,1098,0,55,35669,0,,,,
00h 09m 05s,8037,1098,0,55,35669,0,,245760,3678208,24576
00h 09m 05s,8072,1101,0,56,35673,35,,,,
00h 09m 05s,8073,1101,0,56,35673,1,,,,
00h 09m 05s,8073,1101,0,56,35673,0,,,,
00h 09m 05s,8073,1101,0,56,35673,0,,,,
00h 09m 05s,8073,1101,0,56,35673,0,,245760,3678208,24576
00h 09m 05s,8082,1101,0,57,35673,9,,,,
00h 09m 05s,8082,1101,0,57,35673,0,,,,
00h 09m 05s,8082,1101,0,57,35673,0,,,,
00h 09m 05s,8082,1101,0,57,35673,0,,245760,3678208,24576
00h 09m 05s,8084,1101,0,58,35673,2,,,,
00h 09m 32s,8084,1101,0,58,35673,0,,,,
00h 09m 32s,8084,1101,0,58,35673,0,,,,
00h 09m 32s,8084,1101,0,58,35673,0,,245760,3678208,24576
00h 09m 32s,8087,1101,0,59,35673,3,,,,
00h 09m 32s,8087,1101,0,59,35673,0,,,,
00h 09m 32s,8087,1101,0,59,35673,0,,,,
00h 09m 32s,8087,1101,0,59,35673,0,,245760,3678208,24576
00h 09m 32s,8090,1101,0,60,35673,3,,245760,3678208,24576
00h 09m 32s,8124,1105,0,60,35679,34,,,,
00h 09m 32s,8124,1105,0,60,35679,0,,,,
00h 09m 32s,8124,1105,0,60,35679,0,,,,
00h 09m 32s,8124,1105,0,60,35679,0,,,,
00h 09m 32s,8124,1105,0,60,35679,0,,245760,3678208,24576
00h 09m 32s,8140,1105,0,61,35679,16,,,,
00h 09m 32s,8140,1105,0,61,35679,0,,,,
00h 09m 32s,8140,1105,0,61,35679,0,,,,
00h 09m 32s,8140,1105,0,61,35679,0,,245760,3678208,24576
00h 09m 32s,8160,1107,0,62,35687,20,,,,
00h 09m 32s,8160,1107,0,62,35687,0,,,,
00h 09m 32s,8160,1107,0,62,35687,0,,,,
00h 09m 32s,8160,1107,0,62,35687,0,,,,
00h 09m 32s,8160,1107,0,62,35687,0,,245760,3678208,24576
00h 09m 32s,8178,1109,0,63,35689,18,,,,
00h 09m 32s,8178,1109,0,63,35689,0,,,,
00h 09m 32s,8178,1109,0,63,35689,0,,,,
00h 09m 50s,8178,1109,0,63,35689,0,,245760,3678208,24576
00h 09m 50s,8187,1109,0,64,35689,9,,,,
00h 09m 50s,8200,1109,0,64,35689,13,,,,
00h 09m 50s,8200,1109,0,64,35689,0,,,,
00h 09m 50s,8200,1109,0,64,35689,0,,,,
00h 09m 50s,8200,1109,0,64,35689,0,,245760,3678208,24576
00h 09m 50s,8214,1110,0,65,35690,14,,,,
00h 09m 50s,8214,1110,0,65,35690,0,,,,
00h 09m 50s,8214,1110,0,65,35690,0,,,,
00h 09m 50s,8214,1110,0,65,35690,0,,245760,3678208,24576
00h 09m 50s,8220,1110,0,66,35690,6,,245760,3678208,24576
00h 09m 50s,8243,1112,0,66,35733,23,,,,
00h 09m 50s,8243,1112,0,66,35733,0,,,,
00h 09m 50s,8243,1112,0,66,35733,0,,,,
00h 09m 50s,8243,1112,0,66,35733,0,,245760,3678208,24576
00h 09m 50s,8266,1113,0,67,35734,23,,,,
00h 09m 50s,8266,1113,0,67,35734,0,,,,
00h 09m 50s,8266,1113,0,67,35734,0,,,,
00h 09m 50s,8266,1113,0,67,35734,0,,,,
