Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 02m 15s,125683,77,0,0,11424,152,,,,
00h 02m 15s,125838,77,0,0,11424,155,,,,
00h 02m 15s,125989,77,0,0,11424,151,,245760,3678208,24576
00h 02m 15s,126132,77,0,0,11424,143,,,,
00h 02m 15s,126290,77,0,0,11424,158,,245760,3678208,24576
00h 02m 15s,126449,78,0,0,11430,159,,245760,3678208,24576
00h 02m 15s,126608,78,0,0,11430,159,,,,
00h 02m 15s,126777,78,0,0,11430,169,,245760,3678208,24576
00h 02m 15s,126926,78,0,0,11431,149,,,,
00h 02m 15s,127078,78,0,0,11431,152,,,,
00h 02m 15s,127225,78,0,0,11431,147,,,,
00h 02m 15s,127382,78,0,0,11431,157,,245760,3678208,24576
00h 02m 15s,127539,78,0,0,11431,157,,245760,3678208,24576
00h 02m 15s,127691,78,0,0,11431,152,,,,
00h 02m 15s,127853,79,0,0,11432,162,,,,
00h 02m 15s,128012,79,0,0,11432,159,,,,
00h 02m 15s,128164,79,0,0,11432,152,,245760,3678208,24576
00h 02m 15s,128320,80,0,0,11433,156,00079,,,
00h 02m 15s,128472,80,0,0,11433,152,,245760,3678208,24576
00h 02m 15s,128631,80,0,0,11433,159,,,,
00h 02m 15s,128788,80,0,0,11433,157,,,,
00h 02m 15s,128949,80,0,0,11433,161,,,,
00h 02m 15s,129105,80,0,0,11433,156,,,,
00h 02m 15s,129264,80,0,0,11433,159,,,,
00h 02m 15s,129423,80,0,0,11433,159,,,,
00h 02m 15s,129581,80,0,0,11433,158,,,,
00h 02m 15s,129723,80,0,0,11433,142,,,,
00h 02m 15s,129881,80,0,0,11433,158,,,,
00h 02m 15s,130035,80,0,0,11433,154,,,,
00h 02m 15s,130187,80,0,0,11433,152,,,,
00h 02m 15s,130338,80,0,0,11433,151,,,,
00h 02m 15s,130498,80,0,0,11433,160,,245760,3678208,24576
00h 02m 15s,130666,80,0,0,11433,168,,,,
00h 02m 15s,130824,80,0,0,11433,158,,245760,3678208,24576
00h 02m 15s,130988,80,0,0,11433,164,,245760,3678208,24576
00h 03m 49s,131152,81,0,0,11434,164,,,,
00h 03m 49s,131317,82,0,0,11448,165,,245760,3678208,24576
00h 03m 49s,131483,83,0,0,11451,166,,,,
00h 03m 49s,131661,84,0,0,11451,178,,,,
00h 03m 49s,131839,84,0,0,11451,178,,245760,3678208,24576
00h 03m 49s,132020,84,0,0,11451,181,,245760,3678208,24576
00h 03m 49s,132198,84,0,0,11451,178,,,,
00h 03m 49s,132378,85,0,0,11464,180,,,,
00h 03m 49s,132551,85,0,0,11464,173,,,,
00h 03m 49s,132734,85,0,0,11464,183,,245760,3678208,24576
00h 03m 49s,132907,85,0,0,11464,173,,,,
00h 03m 49s,133091,85,0,0,11464,184,,245760,3678208,24576
