Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 08m 24s,179589,100,0,0,11514,145,,,,
00h 08m 24s,179740,100,0,0,11514,151,,245760,3678208,24576
00h 08m 24s,179892,100,0,0,11514,152,,245760,3678208,24576
00h 08m 24s,180054,100,0,0,11514,162,,245760,3678208,24576
00h 08m 24s,180212,100,0,0,11514,158,,245760,3678208,24576
00h 08m 24s,180363,100,0,0,11514,151,,245760,3678208,24576
00h 08m 24s,180519,100,0,0,11514,156,,245760,3678208,24576
00h 08m 24s,180672,100,0,0,11514,153,,,,
00h 08m 24s,180837,100,0,0,11514,165,,,,
00h 08m 24s,180994,100,0,0,11514,157,00099,245760,3678208,24576
00h 08m 24s,181146,100,0,0,11514,152,,245760,3678208,24576
00h 08m 24s,181318,100,0,0,11514,172,,,,
00h 08m 24s,181486,100,0,0,11514,168,,245760,3678208,24576
00h 08m 24s,181664,100,0,0,11514,178,,,,
00h 08m 24s,181848,100,0,0,11514,184,,,,
00h 08m 24s,182033,100,0,0,11514,185,,,,
00h 08m 24s,182214,100,0,0,11514,181,,,,
00h 08m 24s,182377,100,0,0,11514,163,,,,
00h 08m 24s,182542,100,0,0,11514,165,,,,
00h 08m 24s,182713,100,0,0,11514,171,,245760,3678208,24576
00h 08m 24s,182888,101,0,0,11525,175,,,,
00h 08m 24s,183048,101,0,0,11525,160,,245760,3678208,24576
00h 08m 24s,183220,101,0,0,11525,172,00100,,,
00h 08m 24s,183376,101,0,0,11525,156,,245760,3678208,24576
00h 08m 24s,183551,102,0,0,11530,175,,,,
00h 08m 24s,183717,102,0,0,11530,166,,,,
00h 08m 24s,183883,102,0,0,11530,166,,245760,3678208,24576
00h 08m 24s,184059,102,0,0,11530,176,,,,
00h 08m 24s,184233,102,0,0,11530,174,,245760,3678208,24576
00h 08m 24s,184398,102,0,0,11530,165,,,,
00h 08m 24s,184577,102,0,0,11530,179,,245760,3678208,24576
00h 08m 24s,184748,103,0,0,11532,171,,245760,3678208,24576
00h 08m 24s,184918,103,0,0,11532,170,00102,245760,3678208,24576
00h 08m 24s,185758,103,0,0,11532,840,00101,245760,3678208,24576
00h 08m 24s,186277,103,0,0,11532,519,,,,
00h 08m 24s,186458,103,0,0,11532,181,,245760,3678208,24576
00h 08m 24s,186632,103,0,0,11532,174,00076,,,
00h 08m 24s,186819,103,0,0,11532,187,,245760,3678208,24576
00h 08m 24s,187008,103,0,0,11532,189,,245760,3678208,24576
00h 08m 24s,187191,103,0,0,11532,183,,,,
00h 08m 24s,187377,103,0,0,11532,186,,,,
00h 08m 24s,187565,103,0,0,11532,188,,245760,3678208,24576
00h 08m 24s,187768,104,0,0,11533,203,,245760,3678208,24576
00h 08m 24s,187966,104,0,0,11533,198,,,,
00h 08m 24s,188156,104,0,0,11533,190,,,,
00h 08m 24s,188345,104,0,0,11533,189,,245760,3678208,24576
00h 08m 24s,188531,104,0,0,11533,186,,245760,3678208,24576
00h 08m 24s,188706,104,0,0,11533,175,,,,
00h 08m 24s,188886,104,0,0,11533,180,,245760,3678208,24576
00h 08m 24s,189077,104,0,0,11533,191,00103,,,
00h 08m 24s,189271,104,0,0,11533,194,,245760,3678208,24576
00h 08m 24s,189455,104,0,0,11533,184,,,,
00h 08m 24s,189645,104,0,0,11533,190,,245760,3678208,24576
00h 08m 24s,189840,104,0,0,11533,195,,,,
00h 08m 24s,190049,104,0,0,11533,209,,,,
00h 08m 24s,190267,104,0,0,11533,218,,245760,3678208,24576
00h 08m 24s,190477,105,0,0,11535,210,,,,
00h 08m 24s,190683,105,0,0,11535,206,,245760,3678208,24576
00h 08m 24s,190904,105,0,0,11535,221,,,,
